Follow-Up Time Metrics After Matching Results Table
" "
Generated by TriNetX
" "
" "
After Matching Follow-up Time Results
Cohort,Cohort Name,Mean Follow-up (Days),Standard Deviation,Median Follow-up (Days),Interquartile Range
1,Unnamed,1076.6213,642.72546,1081,1349
2,Unnamed,972.0538,667.32837,919,1492
