Follow-Up Time Metrics After Matching Results Table
" "
Generated by TriNetX
" "
" "
After Matching Follow-up Time Results
Cohort,Cohort Name,Mean Follow-up (Days),Standard Deviation,Median Follow-up (Days),Interquartile Range
1,ESRD and Watchmen,226.89433,81.659836,270,31
2,Unnamed,242.82997,70.838905,270,0
